,regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date,americanArea,condition_num
285,Nordrhein_Westfalen,225.0,floor_heating,ONE_YEAR_FREE,,False,True,10,5.38,40.0,1565.0,2011.0,106657187,1.0,district_heating,False,Nordrhein_Westfalen,True,8.0,1340.0,35,119.0,Münster,mint_condition,sophisticated,negotiable,Prins-Claus-Stra&szlig;e,Prins-Claus-Straße,True,7,apartment,48159,4.0,,1.0,2.0,4,False,5,Münster,Uppenberg,Sehr schöne und sonnige 4-Zimmer Etagenwohnung zu vermieten in gepflegter Anlage.,"Eichenparkett, Fußbodenheizung, überdachte Süd-West-Loggia, EBK nach Absprache mit dem Vormieter",,,,90.76,0.1915,Sep18,1280.9041,6.0
286,Nordrhein_Westfalen,120.0,central_heating,,,True,True,6,4.49,,1040.0,2020.0,90054124,1.0,environmental_thermal_energy,False,Nordrhein_Westfalen,True,9.0,790.0,4b,76.7,Münster,first_time_use,sophisticated,negotiable,Pienersallee,Pienersallee,False,5,maisonette,48161,2.5,16.0,3.0,3.0,2,False,3,Münster,Roxel,Die Immobilie befindet sich im Zentrum (150m) von Roxel. In dem Dreifamilienhaus wird die Maisonetten-Wohnung im 2. Obergeschoss vermietet. Es befindet sich eine offene Gallerie im Spitzboden. Es ist neben einem Privatkeller ein gemeinschaftlicher Wasch-/Trockenkeller vorhanden. Die Bilder vom Bad und Schlafzimmer sind beispielhaft,"Die Wohnung wird mit Raufasertapete, weiß gestrichen vermietet. Bei Mietende ist die Wohnung unrenoviert und mit Raufasertapete (gedeckten Farben) zurück zu geben. Der Mieter zahlt für den Erst-Anstrich einen Abstand von 700 €. Die Wohnung wurde 2020 nach den neuesten Wärmeschutzrichtlinien erbaut. Bodenbelag: Bad/Flur = Fliesen (hellgrau), Rest = Vinyl, Wandfliesen Bad = weiß glänzend",80.0,A_PLUS,2020.0,,,Feb20,825.59113,5.0
287,Nordrhein_Westfalen,110.0,central_heating,ONE_YEAR_FREE,10.0,False,True,1,2.06,10.0,560.0,,89853936,1.0,,True,Nordrhein_Westfalen,True,,450.0,80a,36.0,Münster,,normal,no,Cheruskerring,Cheruskerring,False,3,apartment,48147,1.0,,2.0,4.0,1,False,1,Münster,Kreuzviertel,"top zentrale Lage, ruhig (!), 12 qm grosser Balkon nach Sued-Westen mit Blick ins Gruene. Laminat, Einbauküche, Aussenstellplatz (mit 50 € in Miete enthalten). Perfekte Studentenwohnung. Besichtigung voraussichtlich erste Hälfte Februar.",,,,,,,Feb20,387.5004,3.0
288,Nordrhein_Westfalen,130.0,central_heating,,,False,False,6,5.79,,595.0,1980.0,111336495,1.0,gas,False,Nordrhein_Westfalen,True,3.0,465.0,0,54.0,Münster,well_kept,normal,no,Heideggerstra&szlig;e,Heideggerstraße,False,3,roof_storey,48165,2.0,,2.0,2.0,2,False,2,Münster,Hiltrup_Mitte,"Diese Wohnung hat eine gute Aufteilung und ist sehr hell. Sie liegt in einer ruhigen Seitenstraße der Marktallee und ist insbesondere für einen Single, gerne über 40 Jahre, geeignet.",* Laminatboden * helles Bad mit Wanne * Unitymediaanschluss * Keller * Wasch-/Trockenkeller * PKW-Stellplatz,,,,,,May19,581.2506,0.0
290,Nordrhein_Westfalen,210.0,central_heating,ONE_YEAR_FREE,,False,True,21,4.51,40.0,1410.0,1906.0,115389072,1.0,gas,True,Nordrhein_Westfalen,True,1.0,1200.0,,143.0,Münster,fully_renovated,sophisticated,negotiable,no_information,,False,7,maisonette,48161,3.5,,2.0,2.0,3,False,6,Münster,Roxel,"Diese wunderschöne, sonnendurchflutete Maisonette-Altbauwohnung befindet sich im 2. OG und DG in einem ruhigen und gepflegten Mehrfamilienhaus im Ortskern von Münster-Roxel.","Der Wohn-/Schlafbereich sowie der Flur sind mit einem hellen Laminatboden ausgestattet, die Bäder und Küche mit Fliesen. Die Maisonette-Wohnung besticht durch ihre Deckenhöhe von ca. 2,90 m und die gehobene Innenausstattung. In der unteren Ebene befinden sich ein Flur, 2 Zimmer, ein geräumiges Tageslichtbadezimmer mit Dusche, Badewanne, Eckschrank und Spiegelschrank, eine Küche (incl. Einbauküche) sowie ein Esszimmer, indem sich auch der Treppenaufgang ins Dachgeschoss befindet. Das Dachgeschoss ist lichtdurchflutet mit großen Fenstern und als Wohnzimmer gedacht. Hier befinden sich das Tageslicht-Gäste-WC mit Dusche sowie ein Abstellraum. Ein besonderes Highlight ist der Thekenbereich mit Spüle und Kühlschrank, die Süd-Loggia mit Markise, von der man einen tollen Ausblick über die Dächer von Münster-Roxel hat. weitere Ausstattungsmerkmale: - Badezimmer mit Waschmaschinenanschluss und Platz für einen Trockner - Einbauküche ist im Mietpreis enthalten - 1 Zimmer ausgestattet mit einem Schiebetüren-Einbauschrank - großer Einbauschrank unter dem Treppenaufgang ins Dachgeschoss - Gegensprechanlage mit Türöffner - Plissees und Sonnenschutz, teilweise Jalousien - Satellitenschüssel - separater Kalt- und Warmwasserzähler - separater Kellerraum - Fahrradgarage",,,,,,Feb20,1539.2377,2.0
293,Nordrhein_Westfalen,150.0,floor_heating,ONE_YEAR_FREE,,False,True,10,6.67,40.0,970.0,2017.0,101476503,1.0,district_heating,False,Nordrhein_Westfalen,True,9.0,820.0,20,81.96,Münster,mint_condition,luxury,no,Coerdestiege,Coerdestiege,False,6,ground_floor,48157,2.0,57.7,0.0,2.0,2,False,4,Münster,Coerde,"Mit unverbaubarem Blick ins Grüne direkt am Edelbach gelegen, Wohnen zum Wohlfühlen, stadtnah im Norden von Münster. Eingebettet in einen großzügigen und liebevoll gestalteten Garten mit Sandkiste und Streuobstwiese, gelangen Sie durch ein großzügiges Treppenhaus mit Natursteinbelag zu den Wohnungen, die mit großen Terrassen bzw. Balkonen mit Süd-Westausrichtung zum Garten hin ausgerichtet sind. Gut durchdachte Grundrisse, Einbaunischen sowie Einbauschränke auf den Terrassen bzw. Balkonen zeichnen die Wohnungen aus. Parkplätze und ein Keller-Abstellraum für jede Wohnung sowie ein Fahrradkeller sind vorhanden. Als KFW 55 Gebäude sind diese Wohnungen nicht nur ökologisch verantwortlich gebaut, sie ermöglichen Ihren Bewohnern auch ein hohes Maß an Einsparungen bei den Heizkosten. In Zusammenarbeit mit dem Netzwerk „Zuhause sicher“ bieten Ihnen die Gebäude, den polizeilichen Empfehlungen folgend, Sicherheit. So sind die Gebäude mit einbruchshemmenden Beschlägen, abschließbaren Fenstergriffen, stabilen 3-fach Verglasungen, Rollläden und Video-Sprechanlagen zur Türöffnung und im Erdgeschoss mit zusätzlich durchwurfhemmender Verglasung ausgestattet.","Diese Wohnung hat eine Fläche von ca. 81,96 qm im Erdgeschoss. Große Fensterflächen garantieren lichtdurchflutete hellen Schlaf- und Wohnräume mit angrenzender Küche. Die 2,75 m hohen Decken sorgen für ein besonderes Raumgefühl. Die Wohnung ist ausgestattet mit einem separaten Gäste-WC und einem Vollbad mit bodengleicher Dusche. Eichenholzparkett und sandfarbene Steinböden in Bad und Küche sind mit Fussbodenheizung ausgestattet. Die hohe Energieeffizienz sorgt für niedrige Nebenkosten und ein hoher Schallschutz für ruhiges Wohnen. Die Wohnungen sind vollständig mit Glattvlies tapeziert und weiß gestrichen.",,B,,,,Oct19,882.2092439999999,6.0
297,Nordrhein_Westfalen,250.0,floor_heating,,,True,True,4,4.77,,1531.0,2020.0,115521358,1.0,environmental_thermal_energy,False,Nordrhein_Westfalen,True,9.0,1281.0,99,102.5,Münster,first_time_use,sophisticated,negotiable,Amelsb&uuml;rener,Amelsbürener,False,7,maisonette,48165,4.0,,1.0,2.0,4,True,5,Münster,Hiltrup_West,"In diesem neuen Kfw-55- Effizienhaus biete ich zwei Maisonette-Wohnungen zum Erstbezug an. Die Wohnungen erstrecken sich von der ersten Etage bis zum Dachgeschoss. Neben einem kombinierten Wohn- und Esszimmer mit offener Küche zählen zu dem Objekt außerdem zwei Tageslicht-Badezimmer mit begehbarer Dusche bzw. Wanne , ein Schlafzimmer, ein HWR, ein Abstellraum und zwei Zimmer im DG. Zu einem ganz besonderen Schmuckstück wird die Wohnung dadurch, dass es nicht nur einen Balkon gibt, sondern Sie sich auch im Garten an der frischen Luft aufhalten können. Zur Verfügung stehen Ihnen außerdem ein Stellplatz für Ihr Auto und ein Kellerraum.","Fußbodenheizung, Luft-Wasser-Wärmepumpe, dezentrale Wohnraumbelüftung mit Wärmerückgewinnung, 3-fach isolierte Fenster mit Schallschutz, elektrische Rollläden, Bodenbelag Balkon: Bangkirai-Holz",,,,,,Feb20,1103.29975,5.0
298,Nordrhein_Westfalen,,,,,False,True,2,4.6,,2200.0,,115277782,1.0,,True,Nordrhein_Westfalen,False,,2200.0,,100.0,Münster,first_time_use,luxury,no,no_information,,False,9,penthouse,48149,2.0,,,,2,False,4,Münster,Neutor,"Bei dieser luxuriösen Penthouse-Wohnung handelt es sich um einen Erstbezug. Neben zwei schönen Zimmern zählen zu der Wohnung ein Badezimmer sowie ein separates Gäste-WC. Zur Wohnung gehört auch ein großer Sonnenbalkon, auf dem es sich wunderbar vom Alltag erholen lässt sowie eine Einbauküche und ein Stellplatz für Ihr Auto. Die Wohnung wird im April/Mai diesen Jahres bezugsfertig sein und ist längerfristig zu vermieten. Die NK sind von der Personenzahl abhängig: 1 Person: 350 € 2 Personen: 400 €",,,,,,,Feb20,1076.39,5.0
299,Nordrhein_Westfalen,60.0,central_heating,ONE_YEAR_FREE,,False,True,2,4.88,40.0,716.0,1958.0,115576753,,natural_gas_light,False,Nordrhein_Westfalen,False,2.0,596.0,,50.0,Münster,first_time_use,sophisticated,no,no_information,,False,4,roof_storey,48153,2.0,,4.0,4.0,2,False,2,Münster,Josefsviertel,"Sie wollen am Puls von Münster wohnen? In einer attraktiven Wohngegend Münsters, 5 Minuten mit dem Fahrrad in die City sowie fußläufig zum hippen Binnenhafen sind insgesamt 6 kernsanierte bzw. neu erstellte Wohnungen zu vermieten. Die Wohnungen überzeugen allesamt durch ihre helle und offene Bauweise. Großzügige Architektur, große Fensterfronten mit klarem Design in einem aufstrebenden Mehrfamilienhaus werden Sie begeistern. Als besonderes Schmankerl wird die Fassade ab dem Frühjahr 2020 mit Rankgewächsen begrünt. Die Wohnungen bestechen zusätzlich durch ihr einladendes und modernes Ambiente.","Der Wohn/Essbereich bietet ausreichend Platz für einen großen Esstisch für Sie und Ihre Freunde. Direkt angegliedert ist bei einem Großteil der Wohnungen ein einladender Balkon, auf welchem Sie wunderschöne Abende mit Freunden verbringen oder den Tag nach getaner Arbeit ausklingen lassen können. Ein weiteres Highlight ist neben der 2019 erneuerten Zentralheizung der ebenfalls in 2020 abgeschlossene Dachausbau mit aktueller Dämmung gemäß den Vorschriften der EnEV, welche besonders geringe Heizkostenzahlungen in Aussicht stellen können. Ein hochwertiger Vinylboden wurde ebenfalls verlegt.",60.0,,2020.0,,,Feb20,538.1949999999999,5.0
300,Nordrhein_Westfalen,220.0,central_heating,ONE_YEAR_FREE,,False,True,34,4.37,40.0,1170.0,1973.0,115466459,,gas,True,Nordrhein_Westfalen,True,3.0,920.0,78,92.0,Münster,refurbished,normal,no,Albachtener Stra&szlig;e,Albachtener_Straße,True,6,apartment,48163,3.0,123.0,2.0,3.0,3,False,4,Münster,Albachten,Die Wohnung befindet sich im 2. Obergeschoss in einer sehr gepflegten Eigentumswohnanlage in der Albachtener Straße.,"Diese Wohnung verfügt über ein sehr großes Wohnzimmer mit Zugang auf den Balkon, ein gemütliches Schlafzimmer,  ein Kinder-/Arbeitszimmer, eine offene Küche inkl. EBK (30,00 €/Mo., bereits in der Gesamtmiete enthalten), ein modernes Bad mit einer Dusche sowie einen Flur. Zu der Wohnung gehört ein separater Kellerraum. Zur allgemeinen Nutzung steht ein Fahrradkeller sowie ein Wasch-/Trockenkeller zur Verfügung.",,,2020.0,,,Feb20,990.2788,4.0
301,Nordrhein_Westfalen,400.0,combined_heat_and_power_plant,,,True,True,11,6.48,,2395.0,2019.0,111160061,1.0,combined_heat_and_power_fossil_fuels,False,Nordrhein_Westfalen,True,9.0,1995.0,,159.0,Münster,first_time_use,sophisticated,no,no_information,,True,8,apartment,48145,4.0,,3.0,4.0,4,False,7,Münster,Mauritz_West,"Elegante 159m² Wohnung mit großer Dachterrasse im 3. OG eines 2018/2019 erstellten Neubaus mit 13 Wohneinheiten in der Schaumburgstraße. Dieser Neubau eines eleganten Stadthauses, zeichnet sich durch einen kompakten aber auch zugleich großzügigen Baukörper mit sehr guter Bauausführung und modernsten Baumaterialien, sowie hochwertiger Haustechnik aus. Das Haus verfügt über einen Aufzug vom Keller bis zum 3. Obergeschoss. Jede Wohneinheit besticht durch ihren klaren und praktischen Grundriss sowie durch ihren hohen Wohn- und Lebenswert.","In der gesamten Wohnung Eichenstabparkett, Fußbodenheizung und die Bäder mit anthrazitfarbenen Fliesen. Elektrische Rollläden. Gegensprechanlage.",,,2019.0,,,May19,1711.4601,5.0
302,Nordrhein_Westfalen,100.0,district_heating,ONE_YEAR_FREE,,False,True,11,5.94,40.0,1068.0,1993.0,113076287,,district_heating,False,Nordrhein_Westfalen,True,5.0,868.0,44,95.6,Münster,mint_condition,sophisticated,negotiable,Keltenweg,Keltenweg,False,6,roof_storey,48167,2.0,72.0,2.0,2.0,2,False,4,Münster,Gremmendorf_West,"Es handelt sich hierbei um eine rund 96,00 m² große 2-Zimmerwohnung im Dachgeschoss eines ruhigen Mehrfamilienhauses. Die hochwertige Wohnung kann sofort angemietet werden und ist wie folgt aufgeteilt: - Wohnzimmer mit Zugang Dachterrasse - Schlafzimmer mit Zugang Dachterrasse - Küche - Tageslichtbadezimmer mit Dusche und Badewanne - Diele mit Abstellschrank - ruhig gelegene Dachterrasse nach Südwest - Kellerabteil",Alle Naßräume und die Diele wurden mit modernen weißen Fliesen ausgestattet. Die Wohnung verfügt über eigene Warmwasser-/ und Kaltwasserzähler sowie Heizungszähler.,100.0,B,,,,Oct19,1029.02884,6.0
304,Nordrhein_Westfalen,95.0,central_heating,ONE_YEAR_FREE,10.0,False,True,29,5.49,2.4,490.0,2017.0,109847275,1.0,gas,True,Nordrhein_Westfalen,True,9.0,395.0,,14.0,Münster,refurbished,sophisticated,no,no_information,,False,2,other,48155,1.0,124.5,0.0,1.0,1,True,1,Münster,Mauritz_Ost,Ich vermiete hier innerhalb meines Hauses ein vollmöbliertes Zimmer im 1. Obergeschoss. Zur Mitbenutzung stehen folgende Flächen zur Verfügung: Erdgeschoss: Wohn/Esszimmer mit Kaminofen Voll eigerichtete Küche Diele Gäste-WC Garten/Terrassen 1. Obergeschoss: Diele Bad sep. WC eigenes Zimmer Keller: Waschkeller inkl. Mitbenutzung Wama/Trockner Kellerabteil auf Wunsch,Das Haus wurde im Jahr 2016 komplett saniert und Ende Januar 2017 erstmals nach Sanierung bezogen.,,,2017.0,,,May19,150.69459999999998,4.0
305,Nordrhein_Westfalen,125.0,central_heating,ONE_YEAR_FREE,,False,True,12,6.1,40.0,1005.0,,110742164,1.0,geothermal,False,Nordrhein_Westfalen,True,,724.0,,72.4,Münster,,sophisticated,no,no_information,,True,5,terraced_flat,48167,2.0,18.2,0.0,,2,False,3,Münster,Gremmendorf_Ost,"Diese gepflegte 2-Zimmer-Terrassenwohnung befindet sich am Gremmendorfer Weg 47 in Münster-Gremmendorf. Das Wohnhaus mit insgesamt 6 Wohneinheiten ist unterkellert und mit einem Aufzug ausgestattet. Sie wohnen hier in einem schönen Umfeld. Die Erdgeschoss-Wohnung besticht durch Ihren gelungenen sowie praktischen Grundriss. Die Ausstattung der Wohnung ist einheitlich und qualitativ hochwertig. So verfügt diese Wohnungen über jeweils zwei Terrassen, ein modernes innenliegendes Badezimmer, über einen Schlafraum, einen hellen Wohnraum mit offener Küche (ohne EBK) sowie einen Abstellraum. Über den Wohn-/Essbereich gelangen Sie auf die beiden Terrassen, wo Sie je nach Tageszeit die Sonne genießen können. Die Bodenbeläge sind einheitlich mit hellen Feinsteinfliesen ausgestattet. Die angenehme Fußbodenheizung und die großen Fensterfronten sorgen zusätzlich für´s Wohlfühlambiente. Jedem Mieter steht ein separater und abschließbarer Kellerraum zur Verfügung. Ein gemeinschaftlich genutzter Wasch- und Trockenkeller ist ebenfalls vorhanden. Die Reinigung der Hausflure, Treppenhäuser, der Winterdienst und die Pflege der gemeinschaftlichen Grünanlagen wird durch einen Hausmeisterservice erledigt, sodass auch hier ein schönes, sauberes und vor allem bequemes Wohnen garantiert werden kann. Lassen Sie sich bei einer Besichtigung von den Vorzügen dieser top ausgestatteten Wohnanlage überzeugen!","- gute Verkehrsanbindung - EG-Wohnung mit zwei Terrassen - moderne Feinsteinfliesen grau - innenliegendes Bad mit Dusche bzw. mit Dusche und Badewanne - weiße Kunststofffenster 3fach Verglasung - Fußbodenheizung (Erdwärme) - Rollläden/ Jalousien - Kabel-TV - Aufzug in alle Etagen - Stellplatz (zzgl. 40,00 €) - separater Kellerraum - gemeinschaftlicher Waschkeller",85.0,A_PLUS,,,,May19,779.30636,3.0
306,Nordrhein_Westfalen,,,ONE_YEAR_FREE,,False,True,9,7.0,40.0,1280.0,,107363641,,,False,Nordrhein_Westfalen,False,,1280.0,20,110.0,Münster,,,,Hornstra&szlig;e,Hornstraße,False,7,ground_floor,48151,3.0,,,,3,True,5,Münster,Josefsviertel,"Wir vermieten von privat diese schöne 3 Zimmerwohnung im Josefsviertel. Die Wohnung hat 110 qm und wurde letztes Jahr frisch renoviert. Durch die Eingangstür gelangt man in einen Flur von dem aus das Badezimmer, beide Schlafzimmer und das Wohnzimmer zu erreichen sind. Im Wohnzimmer befindet sich der Zugang zur Küche. Eins der Schlafzimmer hat Zugang zu dem Wintergarten, aus welchem man über eine Treppe in den eigenen Garten gelangt. Miete: 1280 Euro inklusive Nebenkosten zuzüglich Heiz- und Stromkosten. Ausstattung: Im Flur befindet sich eine Nische, welche als Abstellmöglichkeit und als Gaderobe genutzt werden kann. Das Badezimmer ist ausgestattet mit einer ebenerdigen Dusche, einer Eckbadewanne und einer Handtuchheizung. Im Bad findet sich außerdem der Anschluss für die Waschmaschine. In der seperaten Küche befindet sich eine Einbauküche mit allen Elektrogeräten, die übernommen werden müsste. Lage: Die Innenstadt, der Bahnhof und Einkaufsmöglichkeiten sind sowohl fußläufig als auch mit dem Fahrrad innerhalb weniger Minuten zu erreichen. Wir freuen uns über ernst gemeinte Anfragen, bevorzugt per Telefon: 01634782160 (Bitte keine Anrufe nach 21 Uhr)",,,,,90.76,0.1915,Sep18,1184.029,3.0
308,Nordrhein_Westfalen,200.0,oil_heating,ONE_YEAR_FREE,,False,True,16,3.95,40.0,1095.0,1971.0,101696944,1.0,oil,True,Nordrhein_Westfalen,False,3.0,895.0,22,0.0,Münster,refurbished,sophisticated,negotiable,Alte Reitbahn,Alte_Reitbahn,False,6,maisonette,48153,3.0,171.4,2.0,2.0,3,False,1,Münster,Berg_Fidel,"Diese Wohnung ist auf zwei Etagen aufgeteilt und bietet eine ideale Raumaufteilung. Der Eingang der Wohnung liegt im zweiten Obergeschoss. Dort gelangen Sie in den hellen Eingangsbereich, der Platz für Garderobenmöbel und –schränke bietet. Der offene Raumplan kombiniert Eingangs-, Wohn- und Essbereich und bietet somit maximalen Komfort und viel Licht. Der großzügig geschnittene Wohn-/ Essbereich bietet genug Platz für ein Oversize-Sofa sowie einen großen Esstisch. Eine große TV-Nische bietet zudem Platz für alle elektronischen Geräte und Audioanlagen. Vom Wohn-/Esszimmer geht die Küche ab, welche bereits mit einer neuen Einbauküche ausgestattet ist. Zudem wurde ein Tresen in U-Form eingebaut, an dem morgens gefrühstückt werden kann. Ebenfalls vom Wohnzimmer aus gelangen Sie in das neu sanierte Bad, mit Fenster und Wanne, Waschmaschinenanschluss und genug Platz für Ihre Badezimmermöbel. Ein Abstellraum bietet schließlich reichlich Platz um Geräte sowie Lebensmittelkonserven zu verstauen. Im Wohn-/Esszimmer ist pflegeleichter und moderner Parkettboden verlegt. Die großen Schiebefenster im Wohnzimmer bieten viel Licht und ermöglichen ein einfaches Lüften ohne Platz einzubüßen. Alle Fenster, sowie die Balkonfront, sind mit Rollläden zum einfachen Verdunkeln ausgestattet. Der 10 qm große Balkon bietet genug Platz für Ihre Balkonmöbel. Den eingebauten Pflanzkasten können Sie nach Ihrem persönlichen Geschmack bepflanzen. Vom Wohnzimmer aus führt eine Treppe zum Dachgeschoss. Dort finden Sie einen großzügig geschnittenen Raum mit neu geschliffenem Holzdielen-Boden. Der Raum ist mit mehreren geschlossenen Einbauschränken ausgestattet, sowie mit einem modernen offenen Schranksystem. Im Dachgeschoss finden Sie ebenfalls einen weiteren kleineren Raum. Die Wohnung bietet ebenfalls einen Kellerraum. Auf Wunsch kann ein Stellplatz in der Tiefgarage gemietet werden. Kleinere Haustiere sind nach Absprache erlaubt, Hunde können allerdings nicht in der Wohnung gehalten werden.","EBK, vollständig saniertes Wannenbad mit Fenster, Balkon, Abstellraum,  Parkettboden",,NO_INFORMATION,2017.0,,,Oct19,0.0,4.0
309,Nordrhein_Westfalen,320.0,heat_pump,,,False,False,7,4.3,,1725.0,,115169804,2.0,environmental_thermal_energy,True,Nordrhein_Westfalen,False,,1405.0,116,165.0,Münster,well_kept,sophisticated,negotiable,Im Aatal,Im_Aatal,False,7,roof_storey,48157,6.0,,,,5,True,7,Münster,Sprakel,"Diese schöne Wohnung im Dachgeschoss auf einem ehemaligen Bauernhof zeichnet sich durch die ländliche Lage aus. Nach Westen mit Blick über eine Futtergraswiese auf die münstersche Aa lassen sich Rehe, Wildgänse, bis zu 10 Störche gleichzeitig oder auch wunderschöne Sonnenuntergänge beobachten. Beachten Sie auch den ca. 2.500 m² großen Garten, in dem es sich wunderbar vom Alltag erholen lässt. Die Wohnung kann ab dem 1.3.2020 bezogen werden. Zu der Wohnung zählen sechs attraktive Zimmer und zwei Badezimmer. Zur Verfügung steht Ihnen außerdem ein oder mehrere Stellplätze. Parkplatzsuche ist hier ein Fremdwort.","Die Wohnung wird über eine Kombination aus Wärmepumpe mit Fussbodenheizung beheizt. Warmwasser wird über eine zusätzliche Gas-Brennwert-Zentraltherme erwärmt. Sämtliche Aussenflächen sind wärmegedämmt. Der Wohnungszugang liegt im ersten Obergeschoss, die Wohnung selbst erstreckt sich über drei Etagen.",,,,,,Feb20,1776.0435,0.0
310,Nordrhein_Westfalen,350.0,floor_heating,ONE_YEAR_FREE,,True,True,19,5.22,40.0,2800.0,2020.0,115438457,1.0,liquid_gas,False,Nordrhein_Westfalen,False,9.0,2450.0,450,210.0,Münster,first_time_use,sophisticated,yes,Dyckburgstr.,Dyckburgstr.,False,9,other,48157,6.0,,0.0,1.0,5,True,7,Münster,Gelmer_Dyckburg,"Bei dieser kultur- und landschaftsprägenden Immobilie handelt es sich um einen Erstbezug in eine Wohnung im Erdgeschoss / 1. OG, die durch eine gehobene Innenausstattung besticht und ab sofort bezogen werden kann. Zu der Wohnung zählen neben einen großem offenem Bereich für Küche, Essen und Wohnen weitere 4 schöne Zimmer. Nicht nur zwei Badezimmer, sondern auch ein separates Gäste-WC sowie zwei Wirtschaftsräume. Die letzte Modernisierung fand erst im Jahr 2020 statt. Die Immobilie ist barrierefrei zugängig und überzeugt durch den guten und atemberaubenden Schnitt. Zu einem ganz besonderen Schmuckstück wird die Immobilie dadurch, dass sie nicht nur einen alten westfälischen Kamin besitzt, sondern sie auch vom Wintergarten und dem großen Garten selbst einen herrlichen Blick ins grüne und auf die Werse hergibt.  Ein Stellplatz für Ihr Auto steht Ihnen außerdem zur Verfügung.","Eichendielen, Wintergarten, zwei Terrassen, Garten. Fußbodenheizung ...",,,2020.0,,,Feb20,2260.419,5.0
311,Nordrhein_Westfalen,230.0,district_heating,,,True,True,1,5.94,,740.0,2018.0,107101049,1.0,steam_district_heating,True,Nordrhein_Westfalen,False,9.0,510.0,156 a,51.0,Münster,first_time_use,sophisticated,negotiable,Breslauer Stra&szlig;e,Breslauer_Straße,True,4,ground_floor,48157,2.0,,0.0,0.0,2,False,2,Münster,Coerde,Moderne seniorengerechte/barrierefreie Wohnungen mit wohnortnaher Versorgung im Herzen des Stadtteils Coerde.,- rutschfeste Beläge in heller Holzoptik - Wohnungen sind mit einer hochwertigen Markenküche ausgestattet (Kosten für die Küche sind in den Nebenkosten enthalten) - siehe beiliegendes Exposé,,NO_INFORMATION,2018.0,90.76,0.1915,Sep18,548.9589,5.0
312,Nordrhein_Westfalen,150.0,gas_heating,ONE_YEAR_FREE,,False,True,8,6.35,10.0,800.0,1953.0,111362274,,gas,True,Nordrhein_Westfalen,True,2.0,650.0,9,47.0,Münster,first_time_use_after_refurbishment,sophisticated,no,An den M&uuml;hlen,An_den_Mühlen,False,5,apartment,48151,2.0,,3.0,4.0,2,False,2,Münster,Pluggendorf,"Bei dieser traumhaften Immobilie handelt es sich um den Erstbezug einer hellen und sehr ruhigen Wohnung im zweiten OG, die durch eine gehobene und moderne Innenausstattung besticht und ab sofort bezogen werden kann. Das Appartment verfügt über ein Schlafzimmer, ein offener Wohn/—Essbereich mit einer modernen Einbauküche , ein Badezimmer mit ebenerdiger Dusche sowie einen großen Balkon zur Südseite. Auf dem ruhigen Balkon kann man sich wunderbar vom Alltag erholen. Die Fertigstellung der Komplettsanierung erfolgte erst vor Kurzem im Jahr 2019. Zur Wohnung gehören weiterhin ein großer Kellerraum, ein gemeinschaftlicher Wasch— und Fahrradkeller.","Erstbezug nach Sanierung Südbalkon Parkettfußboden Offene Wohnküche inkl. Einbauküche Bodentiefe Fenster zur Südseite Großer Kellerraum, Waschkeller, Fahrradkeller",,,2019.0,,,May19,505.9033,3.0
313,Nordrhein_Westfalen,137.4,district_heating,,,True,True,6,4.82,,636.75,2020.0,114862985,1.0,district_heating,False,Nordrhein_Westfalen,True,9.0,397.61,6,65.72,Münster,first_time_use,sophisticated,no,Jacob-von-Korbach-Weg,Jacob-von-Korbach-Weg,False,2,ground_floor,48167,2.0,,0.0,2.0,2,False,3,Münster,Wolbeck,"Für den Bezug dieser Wohnung (Sozialwohnung) ist ein Wohnberechtigungsschein (WBS) der Einkommensgruppe A erforderlich. Aufgrund der Wohnungsgröße ist die Wohnung an Zwei zum Haushalt gehörende Person zu vermieten. 2-Zmmerwohnung in einem Mehrfamilienhaus (Neubau) gelegen, ist ab 01.03.2020 bezugsfrei. Die Wohnung verfügt über ein Schlafzimmer, einen offenen Wohn- und Küchenbereich, einen Abstellraum, einem Badezimmer mit Dusche und separater Badewanne und einem Balkon.",- Neubau/Erstbezug - barrierefrei - Fenster mit 3-fach Isolierverglasung - Außenjalousien - Terrasse - Dusche und separate Badewanne - Waschmaschinenanschluss im Badezimmer - hochwertiger Vinylboden - Gegensprechanlage - Fernsehversorgung über Satellit - separater Kellerraum - Fahrradabstellbereiche - Fernwärme,61.74,,,,,Feb20,707.403508,5.0
